Country;ISO3166_alpha3;renewables_ej;ren_power_ej;biofuels_cons_ej;biofuels_prod_pj;Years
Argentina;ARG;0.000541367;0.000541367;0.0;0.0;1978
Argentina;ARG;0.000843938;0.000843938;0.0;0.0;1979
Argentina;ARG;0.000862516;0.000862516;0.0;0.0;1980
Argentina;ARG;0.000747225;0.000747225;0.0;0.0;1981
Argentina;ARG;0.000959125;0.000959125;0.0;0.0;1982
Argentina;ARG;0.001373148;0.001373148;0.0;0.0;1983
Argentina;ARG;0.000973928;0.000973928;0.0;0.0;1984
Argentina;ARG;0.001033216;0.001033216;0.0;0.0;1985
Argentina;ARG;0.001070789;0.001070789;0.0;0.0;1986
Argentina;ARG;0.001081568;0.001081568;0.0;0.0;1987
Argentina;ARG;0.00121116;0.00121116;0.0;0.0;1988
Argentina;ARG;0.001193769;0.001193769;0.0;0.0;1989
Argentina;ARG;0.001067633;0.001067633;0.0;0.0;1990
Argentina;ARG;0.000996004;0.000996004;0.0;0.0;1991
Argentina;ARG;0.001018655;0.001018655;0.0;0.0;1992
Argentina;ARG;0.001074384;0.001074384;0.0;0.0;1993
Argentina;ARG;0.0011929;0.0011929;0.0;0.0;1994
Argentina;ARG;0.001155925;0.001155925;0.0;0.0;1995
Argentina;ARG;0.003610155;0.003610155;0.0;0.0;1996
Argentina;ARG;0.004602241;0.004602241;0.0;0.0;1997
Argentina;ARG;0.004964392;0.004964392;0.0;0.0;1998
Argentina;ARG;0.006852621;0.006852621;0.0;0.0;1999
Argentina;ARG;0.007098083;0.007098083;0.0;0.191541726;2000
Argentina;ARG;0.006544524;0.006544524;0.0;0.382036775;2001
Argentina;ARG;0.009117819;0.009117819;-1.73e-18;0.382036775;2002
Argentina;ARG;0.01071097;0.01071097;1.73e-18;0.382036775;2003
Argentina;ARG;0.009480261;0.009480261;0.0;0.383083451;2004
Argentina;ARG;0.011096117;0.011096117;0.0;0.382036775;2005
Argentina;ARG;0.015753614;0.015753614;0.0;1.276533305;2006
Argentina;ARG;0.015657739;0.015657739;0.0;7.249027532;2007
Argentina;ARG;0.016493886;0.016493886;0.0;25.61810927;2008
Argentina;ARG;0.016675713;0.016675713;0.0;43.07431498;2009
Argentina;ARG;0.040600818;0.019136192;0.021464627;71.61819922;2010
Argentina;ARG;0.052375777;0.020696146;0.031679632;93.04133578;2011
Argentina;ARG;0.065414922;0.026259034;0.039155889;95.40913451;2012
Argentina;ARG;0.070380696;0.026966517;0.043414179;85.81926639;2013
Argentina;ARG;0.077710466;0.026912061;0.050798405;110.103926;2014
Argentina;ARG;0.082616138;0.027196447;0.055419691;84.46264035;2015
Argentina;ARG;0.081678795;0.022859835;0.05881896;117.9658235;2016
Argentina;ARG;0.094728179;0.027104747;0.067623432;130.4347328;2017
Argentina;ARG;0.10051359;0.035907223;0.064606367;114.1323432;2018
Argentina;ARG;0.138994549;0.073035317;0.065959232;102.7801037;2019
Australia;AUS;0.00296;0.00296;0.0;0.0;1965
Australia;AUS;0.00284;0.00284;0.0;0.0;1966
Australia;AUS;0.0029;0.0029;0.0;0.0;1967
Australia;AUS;0.00282;0.00282;0.0;0.0;1968
Australia;AUS;0.00281;0.00281;0.0;0.0;1969
Australia;AUS;0.00261;0.00261;0.0;0.0;1970
Australia;AUS;0.00263;0.00263;0.0;0.0;1971
Australia;AUS;0.0028;0.0028;0.0;0.0;1972
Australia;AUS;0.00338;0.00338;0.0;0.0;1973
Australia;AUS;0.00429;0.00429;0.0;0.0;1974
Australia;AUS;0.00489;0.00489;0.0;0.0;1975
Australia;AUS;0.00484;0.00484;0.0;0.0;1976
Australia;AUS;0.00429;0.00429;0.0;0.0;1977
Australia;AUS;0.00405;0.00405;0.0;0.0;1978
Australia;AUS;0.00418;0.00418;0.0;0.0;1979
Australia;AUS;0.00385;0.00385;0.0;0.0;1980
Australia;AUS;0.00404;0.00404;0.0;0.0;1981
Australia;AUS;0.00516;0.00516;0.0;0.0;1982
Australia;AUS;0.00431;0.00431;0.0;0.0;1983
Australia;AUS;0.00441;0.00441;0.0;0.0;1984
Australia;AUS;0.00456;0.00456;0.0;0.0;1985
Australia;AUS;0.0046;0.0046;0.0;0.0;1986
Australia;AUS;0.0047;0.0047;0.0;0.0;1987
Australia;AUS;0.00731;0.00731;0.0;0.0;1988
Australia;AUS;0.0081;0.0081;0.0;0.0;1989
Australia;AUS;0.007595;0.007595;0.0;0.0;1990
Australia;AUS;0.0072495;0.0072495;0.0;0.0;1991
Australia;AUS;0.006821;0.006821;0.0;0.0;1992
Australia;AUS;0.006866;0.006866;0.0;0.0;1993
Australia;AUS;0.007194;0.007194;0.0;0.0;1994
Australia;AUS;0.0085365;0.0085365;0.0;0.0;1995
Australia;AUS;0.009791;0.009791;0.0;0.0;1996
Australia;AUS;0.0103515;0.0103515;0.0;0.0;1997
Australia;AUS;0.011346;0.011346;0.0;0.0;1998
Australia;AUS;0.012171;0.012171;0.0;0.0;1999
Australia;AUS;0.0107025;0.0107025;0.0;0.0;2000
Australia;AUS;0.011312562;0.011312562;0.0;0.0;2001
Australia;AUS;0.018346674;0.018346674;0.0;0.0;2002
Australia;AUS;0.024117606;0.024117606;0.0;1.925928;2003
Australia;AUS;0.035893605;0.035893605;0.0;1.154505726;2004
Australia;AUS;0.051166237;0.05087831;0.000287927;1.135660775;2005
Australia;AUS;0.062990753;0.059584358;0.003406394;2.14571755;2006
Australia;AUS;0.082230114;0.069240628;0.012989486;4.184152713;2007
Australia;AUS;0.100459594;0.069313276;0.031146317;6.74803553;2008
Australia;AUS;0.116684215;0.070973036;0.045711179;9.706162686;2009
Australia;AUS;0.147862309;0.078886033;0.068976276;7.570894686;2010
Australia;AUS;0.175888845;0.103093047;0.072795797;9.15899155;2011
Australia;AUS;0.187548128;0.122723155;0.064824974;9.697790896;2012
Australia;AUS;0.212961258;0.151507328;0.06145393;10.2420749;2013
Australia;AUS;0.226351043;0.167432957;0.058918086;10.75719792;2014
Australia;AUS;0.251341135;0.197834571;0.053506563;9.512706461;2015
Australia;AUS;0.264341607;0.21867619;0.045665417;8.064649278;2016
Australia;AUS;0.282713024;0.231149456;0.051563569;5.336006911;2017
Australia;AUS;0.345565221;0.28850879;0.057056432;6.298970911;2018
Australia;AUS;0.421686265;0.365945217;0.055741048;6.698002102;2019
Austria;AUT;0.0;0.0;0.0;0.0;1965
Austria;AUT;0.0;0.0;0.0;0.0;1966
Austria;AUT;0.0;0.0;0.0;0.0;1967
Austria;AUT;0.0;0.0;0.0;0.0;1968
Austria;AUT;0.0;0.0;0.0;0.0;1969
Austria;AUT;0.0;0.0;0.0;0.0;1970
Austria;AUT;0.0;0.0;0.0;0.0;1971
Austria;AUT;0.0;0.0;0.0;0.0;1972
Austria;AUT;0.0;0.0;0.0;0.0;1973
Austria;AUT;0.0;0.0;0.0;0.0;1974
Austria;AUT;0.0;0.0;0.0;0.0;1975
Austria;AUT;0.0;0.0;0.0;0.0;1976
Austria;AUT;0.0;0.0;0.0;0.0;1977
Austria;AUT;0.0;0.0;0.0;0.0;1978
Austria;AUT;0.0;0.0;0.0;0.0;1979
Austria;AUT;0.0;0.0;0.0;0.0;1980
Austria;AUT;0.0;0.0;0.0;0.0;1981
Austria;AUT;0.0;0.0;0.0;0.0;1982
Austria;AUT;0.0;0.0;0.0;0.0;1983
Austria;AUT;0.0;0.0;0.0;0.0;1984
Austria;AUT;0.0;0.0;0.0;0.0;1985
Austria;AUT;0.01287501;0.01287501;0.0;0.0;1986
Austria;AUT;0.00905816;0.00905816;0.0;0.0;1987
Austria;AUT;0.0104696;0.0104696;0.0;0.0;1988
Austria;AUT;0.0110445;0.0110445;0.0;0.0;1989
Austria;AUT;0.011690453;0.01142485;0.000265603;0.2637684;1990
Austria;AUT;0.012553124;0.01225832;0.000294804;0.2888892;1991
Austria;AUT;0.013618154;0.01329164;0.000326514;0.3223836;1992
Austria;AUT;0.013996443;0.01362111;0.000375333;0.3642516;1993
Austria;AUT;0.012380193;0.01211555;0.000264643;0.2428344;1994
Austria;AUT;0.01906463;0.01859221;0.00047242;0.4689216;1995
Austria;AUT;0.01641776;0.01595444;0.00046332;0.5107896;1996
Austria;AUT;0.017882587;0.01733389;0.000548697;0.5526576;1997
Austria;AUT;0.019459085;0.01889777;0.000561315;0.5945256;1998
Austria;AUT;0.017159833;0.016499118;0.000660715;0.6531408;1999
Austria;AUT;0.0166954;0.015982793;0.000712607;0.766166902;2000
Austria;AUT;0.019145791;0.018328327;0.000817464;0.76407355;2001
Austria;AUT;0.017946643;0.017100899;0.000845744;0.955091938;2002
Austria;AUT;0.021404406;0.020526725;0.000877681;1.146110325;2003
Austria;AUT;0.030147276;0.029252528;0.000894747;2.106958982;2004
Austria;AUT;0.040099302;0.036695302;0.003404;3.056294201;2005
Austria;AUT;0.060463746;0.048235246;0.0122285;4.584441301;2006
Austria;AUT;0.072820527;0.058551476;0.01426905;9.291124326;2007
Austria;AUT;0.077720423;0.060284675;0.017435748;11.250271;2008
Austria;AUT;0.081433263;0.059319957;0.022113306;15.61262591;2009
Austria;AUT;0.083669717;0.062102578;0.021567139;16.361598;2010
Austria;AUT;0.083495212;0.061825605;0.021669607;16.3093;2011
Austria;AUT;0.090134069;0.068688178;0.021445892;16.3093;2012
Austria;AUT;0.095951265;0.077085154;0.018866111;15.6738;2013
Austria;AUT;0.10556782;0.082155597;0.023412223;13.7868;2014
Austria;AUT;0.121494712;0.093630423;0.027864289;15.9546;2015
Austria;AUT;0.122898605;0.099785707;0.023112899;17.5608;2016
Austria;AUT;0.135028225;0.11485274;0.020175485;16.3681;2017
Austria;AUT;0.131320827;0.110246342;0.021074485;16.16291;2018
Austria;AUT;0.142379801;0.121000942;0.021378858;15.8902;2019
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1965
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1966
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1967
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1968
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1969
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1970
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1971
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1972
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1973
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1974
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1975
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1976
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1977
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1978
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1979
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1980
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1981
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1982
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1983
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1984
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1985
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1986
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1987
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1988
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1989
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1990
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1991
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1992
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1993
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1994
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1995
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1996
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1997
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1998
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1999
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2000
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2001
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2002
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2003
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2004
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2005
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2006
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2007
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2008
Azerbaijan;AZE;1.98e-05;1.98e-05;0.0;0.0;2009
Azerbaijan;AZE;4.69e-06;4.69e-06;0.0;0.0;2010
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2011
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2012
Azerbaijan;AZE;0.000632277;0.000632277;0.0;0.0;2013
Azerbaijan;AZE;0.000844707;0.000844707;0.0;0.0;2014
Azerbaijan;AZE;0.000911625;0.000911625;0.0;0.0;2015
Azerbaijan;AZE;0.001315891;0.001315891;0.0;0.0;2016
Azerbaijan;AZE;0.00130005;0.00130005;0.0;0.0;2017
Azerbaijan;AZE;0.001812379;0.001812379;0.0;0.0;2018
Azerbaijan;AZE;0.002313677;0.002313677;-4.34e-19;0.0;2019
Bahrain;BHR;0.0;0.0;0.0;0.0;1965
Bahrain;BHR;0.0;0.0;0.0;0.0;1966
Bahrain;BHR;0.0;0.0;0.0;0.0;1967
Bahrain;BHR;0.0;0.0;0.0;0.0;1968
Bahrain;BHR;0.0;0.0;0.0;0.0;1969
Bahrain;BHR;0.0;0.0;0.0;0.0;1970
Bahrain;BHR;0.0;0.0;0.0;0.0;1971
Bahrain;BHR;0.0;0.0;0.0;0.0;1972
Bahrain;BHR;0.0;0.0;0.0;0.0;1973
Bahrain;BHR;0.0;0.0;0.0;0.0;1974
Bahrain;BHR;0.0;0.0;0.0;0.0;1975
Bahrain;BHR;0.0;0.0;0.0;0.0;1976
Bahrain;BHR;0.0;0.0;0.0;0.0;1977
Bahrain;BHR;0.0;0.0;0.0;0.0;1978
Bahrain;BHR;0.0;0.0;0.0;0.0;1979
Bahrain;BHR;0.0;0.0;0.0;0.0;1980
Bahrain;BHR;0.0;0.0;0.0;0.0;1981
Bahrain;BHR;0.0;0.0;0.0;0.0;1982
Bahrain;BHR;0.0;0.0;0.0;0.0;1983
Bahrain;BHR;0.0;0.0;0.0;0.0;1984
Bahrain;BHR;0.0;0.0;0.0;0.0;1985
Bahrain;BHR;0.0;0.0;0.0;0.0;1986
Bahrain;BHR;0.0;0.0;0.0;0.0;1987
Bahrain;BHR;0.0;0.0;0.0;0.0;1988
Bahrain;BHR;0.0;0.0;0.0;0.0;1989
Bahrain;BHR;0.0;0.0;0.0;0.0;1990
Bahrain;BHR;0.0;0.0;0.0;0.0;1991
Bahrain;BHR;0.0;0.0;0.0;0.0;1992
Bahrain;BHR;0.0;0.0;0.0;0.0;1993
Bahrain;BHR;0.0;0.0;0.0;0.0;1994
Bahrain;BHR;0.0;0.0;0.0;0.0;1995
Bahrain;BHR;0.0;0.0;0.0;0.0;1996
Bahrain;BHR;0.0;0.0;0.0;0.0;1997
Bahrain;BHR;0.0;0.0;0.0;0.0;1998
Bahrain;BHR;0.0;0.0;0.0;0.0;1999
Bahrain;BHR;0.0;0.0;0.0;0.0;2000
Bahrain;BHR;0.0;0.0;0.0;0.0;2001
Bahrain;BHR;0.0;0.0;0.0;0.0;2002
Bahrain;BHR;0.0;0.0;0.0;0.0;2003
Bahrain;BHR;0.0;0.0;0.0;0.0;2004
Bahrain;BHR;0.0;0.0;0.0;0.0;2005
Bahrain;BHR;0.0;0.0;0.0;0.0;2006
Bahrain;BHR;0.0;0.0;0.0;0.0;2007
Bahrain;BHR;0.0;0.0;0.0;0.0;2008
Bahrain;BHR;0.0;0.0;0.0;0.0;2009
Bahrain;BHR;0.0;0.0;0.0;0.0;2010
Bahrain;BHR;0.0;0.0;0.0;0.0;2011
Bahrain;BHR;0.0;0.0;0.0;0.0;2012
Bahrain;BHR;0.0;0.0;0.0;0.0;2013
Bahrain;BHR;0.0;0.0;0.0;0.0;2014
Bahrain;BHR;0.0;0.0;0.0;0.0;2015
Bahrain;BHR;0.0;0.0;0.0;0.0;2016
Bahrain;BHR;0.0;0.0;0.0;0.0;2017
Bahrain;BHR;0.0;0.0;0.0;0.0;2018
Bahrain;BHR;0.0;0.0;0.0;0.0;2019
Bangladesh;BGD;0.0;0.0;0.0;0.0;1971
Bangladesh;BGD;0.0;0.0;0.0;0.0;1972
Bangladesh;BGD;0.0;0.0;0.0;0.0;1973
Bangladesh;BGD;0.0;0.0;0.0;0.0;1974
Bangladesh;BGD;0.0;0.0;0.0;0.0;1975
Bangladesh;BGD;0.0;0.0;0.0;0.0;1976
Bangladesh;BGD;0.0;0.0;0.0;0.0;1977
Bangladesh;BGD;0.0;0.0;0.0;0.0;1978
Bangladesh;BGD;0.0;0.0;0.0;0.0;1979
Bangladesh;BGD;0.0;0.0;0.0;0.0;1980
Bangladesh;BGD;0.0;0.0;0.0;0.0;1981
Bangladesh;BGD;0.0;0.0;0.0;0.0;1982
Bangladesh;BGD;0.0;0.0;0.0;0.0;1983
Bangladesh;BGD;0.0;0.0;0.0;0.0;1984
Bangladesh;BGD;0.0;0.0;0.0;0.0;1985
Bangladesh;BGD;0.0;0.0;0.0;0.0;1986
Bangladesh;BGD;0.0;0.0;0.0;0.0;1987
Bangladesh;BGD;0.0;0.0;0.0;0.0;1988
Bangladesh;BGD;0.0;0.0;0.0;0.0;1989
Bangladesh;BGD;0.0;0.0;0.0;0.0;1990
Bangladesh;BGD;0.0;0.0;0.0;0.0;1991
Bangladesh;BGD;0.0;0.0;0.0;0.0;1992
Bangladesh;BGD;0.0;0.0;0.0;0.0;1993
Bangladesh;BGD;0.0;0.0;0.0;0.0;1994
Bangladesh;BGD;0.0;0.0;0.0;0.0;1995
Bangladesh;BGD;0.0;0.0;0.0;0.0;1996
Bangladesh;BGD;0.0;0.0;0.0;0.0;1997
Bangladesh;BGD;0.0;0.0;0.0;0.0;1998
Bangladesh;BGD;0.0;0.0;0.0;0.0;1999
Bangladesh;BGD;0.0;0.0;0.0;0.0;2000
Bangladesh;BGD;0.0;0.0;0.0;0.0;2001
Bangladesh;BGD;9.87e-07;9.87e-07;0.0;0.0;2002
Bangladesh;BGD;8.83e-06;8.83e-06;0.0;0.0;2003
Bangladesh;BGD;1.85e-05;1.85e-05;0.0;0.0;2004
Bangladesh;BGD;3.29e-05;3.29e-05;0.0;0.0;2005
Bangladesh;BGD;6.74e-05;6.74e-05;0.0;0.0;2006
Bangladesh;BGD;0.000101363;0.000101363;0.0;0.0;2007
Bangladesh;BGD;0.000172006;0.000172006;0.0;0.0;2008
Bangladesh;BGD;0.000294667;0.000294667;-5.42e-20;0.0;2009
Bangladesh;BGD;0.000482466;0.000482466;0.0;0.0;2010
Bangladesh;BGD;0.000620396;0.000620396;0.0;0.0;2011
Bangladesh;BGD;0.000927273;0.000927273;0.0;0.0;2012
Bangladesh;BGD;0.001287016;0.001287016;0.0;0.0;2013
Bangladesh;BGD;0.001631172;0.001631172;0.0;0.0;2014
Bangladesh;BGD;0.001917518;0.001917518;2.17e-19;0.0;2015
Bangladesh;BGD;0.002041111;0.002041111;-4.34e-19;0.0;2016
Bangladesh;BGD;0.002584179;0.002584179;0.0;0.0;2017
Bangladesh;BGD;0.002779327;0.002779327;0.0;0.0;2018
Bangladesh;BGD;0.003863997;0.003863997;-4.34e-19;0.0;2019
Belarus;BLR;0.0;0.0;0.0;0.0;1965
Belarus;BLR;0.0;0.0;0.0;0.0;1966
Belarus;BLR;0.0;0.0;0.0;0.0;1967
Belarus;BLR;0.0;0.0;0.0;0.0;1968
Belarus;BLR;0.0;0.0;0.0;0.0;1969
Belarus;BLR;0.0;0.0;0.0;0.0;1970
Belarus;BLR;0.0;0.0;0.0;0.0;1971
Belarus;BLR;0.0;0.0;0.0;0.0;1972
Belarus;BLR;0.0;0.0;0.0;0.0;1973
Belarus;BLR;0.0;0.0;0.0;0.0;1974
Belarus;BLR;0.0;0.0;0.0;0.0;1975
Belarus;BLR;0.0;0.0;0.0;0.0;1976
Belarus;BLR;0.0;0.0;0.0;0.0;1977
Belarus;BLR;0.0;0.0;0.0;0.0;1978
Belarus;BLR;0.0;0.0;0.0;0.0;1979
Belarus;BLR;0.0;0.0;0.0;0.0;1980
Belarus;BLR;0.0;0.0;0.0;0.0;1981
Belarus;BLR;0.0;0.0;0.0;0.0;1982
Belarus;BLR;0.0;0.0;0.0;0.0;1983
Belarus;BLR;0.0;0.0;0.0;0.0;1984
Belarus;BLR;0.0;0.0;0.0;0.0;1985
Belarus;BLR;0.0;0.0;0.0;0.0;1986
Belarus;BLR;0.0;0.0;0.0;0.0;1987
Belarus;BLR;0.0;0.0;0.0;0.0;1988
