Country;ISO3166_alpha3;lithium_kt;cobalt_kt;graphite_kt;rareearths_kt;Years
Argentina;ARG;0.0;0.0;0.0;0.0;1980
Argentina;ARG;0.0;0.0;0.0;0.0;1981
Argentina;ARG;0.0;0.0;0.0;0.0;1982
Argentina;ARG;0.0;0.0;0.0;0.0;1983
Argentina;ARG;0.0;0.0;0.0;0.0;1984
Argentina;ARG;0.0;0.0;0.0;0.0;1985
Argentina;ARG;0.0;0.0;0.0;0.0;1986
Argentina;ARG;0.0;0.0;0.0;0.0;1987
Argentina;ARG;0.0;0.0;0.0;0.0;1988
Argentina;ARG;0.0;0.0;0.0;0.0;1989
Argentina;ARG;0.0;0.0;0.0;0.0;1990
Argentina;ARG;0.0;0.0;0.0;0.0;1991
Argentina;ARG;0.0;0.0;0.0;0.0;1992
Argentina;ARG;0.0;0.0;0.0;0.0;1993
Argentina;ARG;0.0;0.0;0.0;0.0;1994
Argentina;ARG;0.008;0.0;0.0;0.0;1995
Argentina;ARG;0.008;0.0;0.0;0.0;1996
Argentina;ARG;0.008;0.0;0.0;0.0;1997
Argentina;ARG;1.13;0.0;0.0;0.0;1998
Argentina;ARG;0.2;0.0;0.0;0.0;1999
Argentina;ARG;0.2;0.0;0.0;0.0;2000
Argentina;ARG;0.2;0.0;0.0;0.0;2001
Argentina;ARG;0.946;0.0;0.0;0.0;2002
Argentina;ARG;0.96;0.0;0.0;0.0;2003
Argentina;ARG;1.97;0.0;0.0;0.0;2004
Argentina;ARG;1.98;0.0;0.0;0.0;2005
Argentina;ARG;2.9;0.0;0.0;0.0;2006
Argentina;ARG;3.0;0.0;0.0;0.0;2007
Argentina;ARG;3.17;0.0;0.0;0.0;2008
Argentina;ARG;2.22;0.0;0.0;0.0;2009
Argentina;ARG;2.95;0.0;0.0;0.0;2010
Argentina;ARG;2.95;0.0;0.0;0.0;2011
Argentina;ARG;2.7;0.0;0.0;0.0;2012
Argentina;ARG;2.5;0.0;0.0;0.0;2013
Argentina;ARG;3.2;0.0;0.0;0.0;2014
Argentina;ARG;3.6;0.0;0.0;0.0;2015
Argentina;ARG;5.8;0.0;0.0;0.0;2016
Argentina;ARG;5.7;0.0;0.0;0.0;2017
Argentina;ARG;6.4;0.0;0.0;0.0;2018
Argentina;ARG;6.4;0.0;0.0;0.0;2019
Australia;AUS;0.0;0.0;0.0;0.0;1965
Australia;AUS;0.0;0.0;0.0;0.0;1966
Australia;AUS;0.0;0.0;0.0;0.0;1967
Australia;AUS;0.0;0.0;0.0;0.0;1968
Australia;AUS;0.0;0.0;0.0;0.0;1969
Australia;AUS;0.0;0.0;0.0;0.0;1970
Australia;AUS;0.0;0.0;0.0;0.0;1971
Australia;AUS;0.0;0.0;0.0;0.0;1972
Australia;AUS;0.0;0.0;0.0;0.0;1973
Australia;AUS;0.0;0.0;0.0;0.0;1974
Australia;AUS;0.0;0.0;0.0;0.0;1975
Australia;AUS;0.0;0.0;0.0;0.0;1976
Australia;AUS;0.0;0.0;0.0;0.0;1977
Australia;AUS;0.0;0.0;0.0;0.0;1978
Australia;AUS;0.0;0.0;0.0;0.0;1979
Australia;AUS;0.0;0.0;0.0;0.0;1980
Australia;AUS;0.0;0.0;0.0;0.0;1981
Australia;AUS;0.0;0.0;0.0;0.0;1982
Australia;AUS;0.0;0.0;0.0;0.0;1983
Australia;AUS;0.0;0.0;0.0;0.0;1984
Australia;AUS;0.0;0.0;0.0;0.0;1985
Australia;AUS;0.0;0.0;0.0;0.0;1986
Australia;AUS;0.0;0.0;0.0;0.0;1987
Australia;AUS;0.0;0.0;0.0;0.0;1988
Australia;AUS;0.0;0.0;0.0;0.0;1989
Australia;AUS;0.0;0.0;0.0;0.0;1990
Australia;AUS;0.0;0.0;0.0;0.0;1991
Australia;AUS;0.0;0.0;0.0;0.0;1992
Australia;AUS;0.0;0.0;0.0;0.0;1993
Australia;AUS;0.0;0.0;0.0;0.0;1994
Australia;AUS;2.233481445;0.824;0.0;0.11;1995
Australia;AUS;3.882135742;0.942;0.0;0.0;1996
Australia;AUS;1.576606323;1.219;0.0;0.0;1997
Australia;AUS;1.179995117;1.269;0.0;0.0;1998
Australia;AUS;1.505701294;1.010344849;0.0;0.0;1999
Australia;AUS;1.825693848;3.59847998;0.0;0.0;2000
Australia;AUS;2.225789063;4.311939941;0.0;0.0;2001
Australia;AUS;2.204216553;4.854;0.0;0.0;2002
Australia;AUS;3.5;5.12;0.0;0.0;2003
Australia;AUS;3.301405273;4.55;0.0;0.0;2004
Australia;AUS;4.839465332;4.11;0.0;0.0;2005
Australia;AUS;6.190284668;5.05;0.0;0.0;2006
Australia;AUS;6.836290039;4.74;0.0;0.0;2007
Australia;AUS;6.676001465;4.79;0.0;0.0;2008
Australia;AUS;5.504116699;4.63;0.0;0.0;2009
Australia;AUS;8.465378906;3.85;0.0;0.0;2010
Australia;AUS;11.7;3.85;0.0;2.188;2011
Australia;AUS;12.7;5.88;0.0;3.222;2012
Australia;AUS;10.11734961;6.4;0.0;1.268;2013
Australia;AUS;12.37493945;6.201255859;0.0;6.2;2014
Australia;AUS;11.92899609;6.03;0.0;11.907;2015
Australia;AUS;14.0;5.47;0.0;13.873;2016
Australia;AUS;21.3;5.8;0.0;17.263;2017
Australia;AUS;57.0;4.9;0.0;18.556;2018
Australia;AUS;40.71428571;5.120901639;0.0;17.613;2019
Austria;AUT;0.0;0.0;0.0;0.0;1965
Austria;AUT;0.0;0.0;0.0;0.0;1966
Austria;AUT;0.0;0.0;0.0;0.0;1967
Austria;AUT;0.0;0.0;0.0;0.0;1968
Austria;AUT;0.0;0.0;0.0;0.0;1969
Austria;AUT;0.0;0.0;0.0;0.0;1970
Austria;AUT;0.0;0.0;0.0;0.0;1971
Austria;AUT;0.0;0.0;0.0;0.0;1972
Austria;AUT;0.0;0.0;0.0;0.0;1973
Austria;AUT;0.0;0.0;0.0;0.0;1974
Austria;AUT;0.0;0.0;0.0;0.0;1975
Austria;AUT;0.0;0.0;0.0;0.0;1976
Austria;AUT;0.0;0.0;0.0;0.0;1977
Austria;AUT;0.0;0.0;0.0;0.0;1978
Austria;AUT;0.0;0.0;0.0;0.0;1979
Austria;AUT;0.0;0.0;0.0;0.0;1980
Austria;AUT;0.0;0.0;0.0;0.0;1981
Austria;AUT;0.0;0.0;0.0;0.0;1982
Austria;AUT;0.0;0.0;0.0;0.0;1983
Austria;AUT;0.0;0.0;0.0;0.0;1984
Austria;AUT;0.0;0.0;0.0;0.0;1985
Austria;AUT;0.0;0.0;0.0;0.0;1986
Austria;AUT;0.0;0.0;0.0;0.0;1987
Austria;AUT;0.0;0.0;0.0;0.0;1988
Austria;AUT;0.0;0.0;0.0;0.0;1989
Austria;AUT;0.0;0.0;0.0;0.0;1990
Austria;AUT;0.0;0.0;0.0;0.0;1991
Austria;AUT;0.0;0.0;0.0;0.0;1992
Austria;AUT;0.0;0.0;0.0;0.0;1993
Austria;AUT;0.0;0.0;0.0;0.0;1994
Austria;AUT;0.0;0.0;0.0;0.0;1995
Austria;AUT;0.0;0.0;0.0;0.0;1996
Austria;AUT;0.0;0.0;0.0;0.0;1997
Austria;AUT;0.0;0.0;0.0;0.0;1998
Austria;AUT;0.0;0.0;0.0;0.0;1999
Austria;AUT;0.0;0.0;0.0;0.0;2000
Austria;AUT;0.0;0.0;0.0;0.0;2001
Austria;AUT;0.0;0.0;0.0;0.0;2002
Austria;AUT;0.0;0.0;0.0;0.0;2003
Austria;AUT;0.0;0.0;0.0;0.0;2004
Austria;AUT;0.0;0.0;0.0;0.0;2005
Austria;AUT;0.0;0.0;0.0;0.0;2006
Austria;AUT;0.0;0.0;0.0;0.0;2007
Austria;AUT;0.0;0.0;0.0;0.0;2008
Austria;AUT;0.0;0.0;0.0;0.0;2009
Austria;AUT;0.0;0.0;0.0;0.0;2010
Austria;AUT;0.0;0.0;0.0;0.0;2011
Austria;AUT;0.0;0.0;0.0;0.0;2012
Austria;AUT;0.0;0.0;0.0;0.0;2013
Austria;AUT;0.0;0.0;0.0;0.0;2014
Austria;AUT;0.0;0.0;0.0;0.0;2015
Austria;AUT;0.0;0.0;0.0;0.0;2016
Austria;AUT;0.0;0.0;0.0;0.0;2017
Austria;AUT;0.0;0.0;0.0;0.0;2018
Austria;AUT;0.0;0.0;0.0;0.0;2019
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1965
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1966
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1967
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1968
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1969
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1970
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1971
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1972
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1973
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1974
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1975
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1976
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1977
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1978
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1979
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1980
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1981
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1982
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1983
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1984
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1985
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1986
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1987
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1988
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1989
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1990
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1991
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1992
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1993
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1994
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1995
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1996
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1997
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1998
Azerbaijan;AZE;0.0;0.0;0.0;0.0;1999
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2000
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2001
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2002
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2003
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2004
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2005
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2006
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2007
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2008
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2009
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2010
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2011
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2012
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2013
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2014
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2015
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2016
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2017
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2018
Azerbaijan;AZE;0.0;0.0;0.0;0.0;2019
Bahrain;BHR;0.0;0.0;0.0;0.0;1965
Bahrain;BHR;0.0;0.0;0.0;0.0;1966
Bahrain;BHR;0.0;0.0;0.0;0.0;1967
Bahrain;BHR;0.0;0.0;0.0;0.0;1968
Bahrain;BHR;0.0;0.0;0.0;0.0;1969
Bahrain;BHR;0.0;0.0;0.0;0.0;1970
Bahrain;BHR;0.0;0.0;0.0;0.0;1971
Bahrain;BHR;0.0;0.0;0.0;0.0;1972
Bahrain;BHR;0.0;0.0;0.0;0.0;1973
Bahrain;BHR;0.0;0.0;0.0;0.0;1974
Bahrain;BHR;0.0;0.0;0.0;0.0;1975
Bahrain;BHR;0.0;0.0;0.0;0.0;1976
Bahrain;BHR;0.0;0.0;0.0;0.0;1977
Bahrain;BHR;0.0;0.0;0.0;0.0;1978
Bahrain;BHR;0.0;0.0;0.0;0.0;1979
Bahrain;BHR;0.0;0.0;0.0;0.0;1980
Bahrain;BHR;0.0;0.0;0.0;0.0;1981
Bahrain;BHR;0.0;0.0;0.0;0.0;1982
Bahrain;BHR;0.0;0.0;0.0;0.0;1983
Bahrain;BHR;0.0;0.0;0.0;0.0;1984
Bahrain;BHR;0.0;0.0;0.0;0.0;1985
Bahrain;BHR;0.0;0.0;0.0;0.0;1986
Bahrain;BHR;0.0;0.0;0.0;0.0;1987
Bahrain;BHR;0.0;0.0;0.0;0.0;1988
Bahrain;BHR;0.0;0.0;0.0;0.0;1989
Bahrain;BHR;0.0;0.0;0.0;0.0;1990
Bahrain;BHR;0.0;0.0;0.0;0.0;1991
Bahrain;BHR;0.0;0.0;0.0;0.0;1992
Bahrain;BHR;0.0;0.0;0.0;0.0;1993
Bahrain;BHR;0.0;0.0;0.0;0.0;1994
Bahrain;BHR;0.0;0.0;0.0;0.0;1995
Bahrain;BHR;0.0;0.0;0.0;0.0;1996
Bahrain;BHR;0.0;0.0;0.0;0.0;1997
Bahrain;BHR;0.0;0.0;0.0;0.0;1998
Bahrain;BHR;0.0;0.0;0.0;0.0;1999
Bahrain;BHR;0.0;0.0;0.0;0.0;2000
Bahrain;BHR;0.0;0.0;0.0;0.0;2001
Bahrain;BHR;0.0;0.0;0.0;0.0;2002
Bahrain;BHR;0.0;0.0;0.0;0.0;2003
Bahrain;BHR;0.0;0.0;0.0;0.0;2004
Bahrain;BHR;0.0;0.0;0.0;0.0;2005
Bahrain;BHR;0.0;0.0;0.0;0.0;2006
Bahrain;BHR;0.0;0.0;0.0;0.0;2007
Bahrain;BHR;0.0;0.0;0.0;0.0;2008
Bahrain;BHR;0.0;0.0;0.0;0.0;2009
Bahrain;BHR;0.0;0.0;0.0;0.0;2010
Bahrain;BHR;0.0;0.0;0.0;0.0;2011
Bahrain;BHR;0.0;0.0;0.0;0.0;2012
Bahrain;BHR;0.0;0.0;0.0;0.0;2013
Bahrain;BHR;0.0;0.0;0.0;0.0;2014
Bahrain;BHR;0.0;0.0;0.0;0.0;2015
Bahrain;BHR;0.0;0.0;0.0;0.0;2016
Bahrain;BHR;0.0;0.0;0.0;0.0;2017
Bahrain;BHR;0.0;0.0;0.0;0.0;2018
Bahrain;BHR;0.0;0.0;0.0;0.0;2019
Bangladesh;BGD;0.0;0.0;0.0;0.0;1971
Bangladesh;BGD;0.0;0.0;0.0;0.0;1972
Bangladesh;BGD;0.0;0.0;0.0;0.0;1973
Bangladesh;BGD;0.0;0.0;0.0;0.0;1974
Bangladesh;BGD;0.0;0.0;0.0;0.0;1975
Bangladesh;BGD;0.0;0.0;0.0;0.0;1976
Bangladesh;BGD;0.0;0.0;0.0;0.0;1977
Bangladesh;BGD;0.0;0.0;0.0;0.0;1978
Bangladesh;BGD;0.0;0.0;0.0;0.0;1979
Bangladesh;BGD;0.0;0.0;0.0;0.0;1980
Bangladesh;BGD;0.0;0.0;0.0;0.0;1981
Bangladesh;BGD;0.0;0.0;0.0;0.0;1982
Bangladesh;BGD;0.0;0.0;0.0;0.0;1983
Bangladesh;BGD;0.0;0.0;0.0;0.0;1984
Bangladesh;BGD;0.0;0.0;0.0;0.0;1985
Bangladesh;BGD;0.0;0.0;0.0;0.0;1986
Bangladesh;BGD;0.0;0.0;0.0;0.0;1987
Bangladesh;BGD;0.0;0.0;0.0;0.0;1988
Bangladesh;BGD;0.0;0.0;0.0;0.0;1989
Bangladesh;BGD;0.0;0.0;0.0;0.0;1990
Bangladesh;BGD;0.0;0.0;0.0;0.0;1991
Bangladesh;BGD;0.0;0.0;0.0;0.0;1992
Bangladesh;BGD;0.0;0.0;0.0;0.0;1993
Bangladesh;BGD;0.0;0.0;0.0;0.0;1994
Bangladesh;BGD;0.0;0.0;0.0;0.0;1995
Bangladesh;BGD;0.0;0.0;0.0;0.0;1996
Bangladesh;BGD;0.0;0.0;0.0;0.0;1997
Bangladesh;BGD;0.0;0.0;0.0;0.0;1998
Bangladesh;BGD;0.0;0.0;0.0;0.0;1999
Bangladesh;BGD;0.0;0.0;0.0;0.0;2000
Bangladesh;BGD;0.0;0.0;0.0;0.0;2001
Bangladesh;BGD;0.0;0.0;0.0;0.0;2002
Bangladesh;BGD;0.0;0.0;0.0;0.0;2003
Bangladesh;BGD;0.0;0.0;0.0;0.0;2004
Bangladesh;BGD;0.0;0.0;0.0;0.0;2005
Bangladesh;BGD;0.0;0.0;0.0;0.0;2006
Bangladesh;BGD;0.0;0.0;0.0;0.0;2007
Bangladesh;BGD;0.0;0.0;0.0;0.0;2008
Bangladesh;BGD;0.0;0.0;0.0;0.0;2009
Bangladesh;BGD;0.0;0.0;0.0;0.0;2010
Bangladesh;BGD;0.0;0.0;0.0;0.0;2011
Bangladesh;BGD;0.0;0.0;0.0;0.0;2012
Bangladesh;BGD;0.0;0.0;0.0;0.0;2013
Bangladesh;BGD;0.0;0.0;0.0;0.0;2014
Bangladesh;BGD;0.0;0.0;0.0;0.0;2015
Bangladesh;BGD;0.0;0.0;0.0;0.0;2016
Bangladesh;BGD;0.0;0.0;0.0;0.0;2017
Bangladesh;BGD;0.0;0.0;0.0;0.0;2018
Bangladesh;BGD;0.0;0.0;0.0;0.0;2019
Belarus;BLR;0.0;0.0;0.0;0.0;1965
Belarus;BLR;0.0;0.0;0.0;0.0;1966
Belarus;BLR;0.0;0.0;0.0;0.0;1967
Belarus;BLR;0.0;0.0;0.0;0.0;1968
Belarus;BLR;0.0;0.0;0.0;0.0;1969
Belarus;BLR;0.0;0.0;0.0;0.0;1970
Belarus;BLR;0.0;0.0;0.0;0.0;1971
Belarus;BLR;0.0;0.0;0.0;0.0;1972
Belarus;BLR;0.0;0.0;0.0;0.0;1973
Belarus;BLR;0.0;0.0;0.0;0.0;1974
Belarus;BLR;0.0;0.0;0.0;0.0;1975
Belarus;BLR;0.0;0.0;0.0;0.0;1976
Belarus;BLR;0.0;0.0;0.0;0.0;1977
Belarus;BLR;0.0;0.0;0.0;0.0;1978
Belarus;BLR;0.0;0.0;0.0;0.0;1979
Belarus;BLR;0.0;0.0;0.0;0.0;1980
Belarus;BLR;0.0;0.0;0.0;0.0;1981
Belarus;BLR;0.0;0.0;0.0;0.0;1982
Belarus;BLR;0.0;0.0;0.0;0.0;1983
Belarus;BLR;0.0;0.0;0.0;0.0;1984
Belarus;BLR;0.0;0.0;0.0;0.0;1985
Belarus;BLR;0.0;0.0;0.0;0.0;1986
Belarus;BLR;0.0;0.0;0.0;0.0;1987
Belarus;BLR;0.0;0.0;0.0;0.0;1988
Belarus;BLR;0.0;0.0;0.0;0.0;1989
Belarus;BLR;0.0;0.0;0.0;0.0;1990
Belarus;BLR;0.0;0.0;0.0;0.0;1991
Belarus;BLR;0.0;0.0;0.0;0.0;1992
Belarus;BLR;0.0;0.0;0.0;0.0;1993
Belarus;BLR;0.0;0.0;0.0;0.0;1994
Belarus;BLR;0.0;0.0;0.0;0.0;1995
Belarus;BLR;0.0;0.0;0.0;0.0;1996
Belarus;BLR;0.0;0.0;0.0;0.0;1997
Belarus;BLR;0.0;0.0;0.0;0.0;1998
Belarus;BLR;0.0;0.0;0.0;0.0;1999
Belarus;BLR;0.0;0.0;0.0;0.0;2000
Belarus;BLR;0.0;0.0;0.0;0.0;2001
Belarus;BLR;0.0;0.0;0.0;0.0;2002
Belarus;BLR;0.0;0.0;0.0;0.0;2003
Belarus;BLR;0.0;0.0;0.0;0.0;2004
Belarus;BLR;0.0;0.0;0.0;0.0;2005
Belarus;BLR;0.0;0.0;0.0;0.0;2006
Belarus;BLR;0.0;0.0;0.0;0.0;2007
Belarus;BLR;0.0;0.0;0.0;0.0;2008
Belarus;BLR;0.0;0.0;0.0;0.0;2009
Belarus;BLR;0.0;0.0;0.0;0.0;2010
Belarus;BLR;0.0;0.0;0.0;0.0;2011
Belarus;BLR;0.0;0.0;0.0;0.0;2012
Belarus;BLR;0.0;0.0;0.0;0.0;2013
Belarus;BLR;0.0;0.0;0.0;0.0;2014
Belarus;BLR;0.0;0.0;0.0;0.0;2015
Belarus;BLR;0.0;0.0;0.0;0.0;2016
Belarus;BLR;0.0;0.0;0.0;0.0;2017
Belarus;BLR;0.0;0.0;0.0;0.0;2018
Belarus;BLR;0.0;0.0;0.0;0.0;2019
